SOL_ID,SCHM_CODE,ACTIVITY_CD,NO OF ACS,TOTAL BALANCE(In Crores),PRIORITY_TYPE,REPORT_DT,LOAN TYPE,Branch Name,Region Name,Branch Code,TERRITORY_NAME
3347,KCCDC,1101,4,-0.041230528,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,KCCDC,1109,11,-0.108021284,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,KCCDC,1125,1,-0.015954833,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,KCCDC,1126,4,-0.057059,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,KCCDC,1129,3,-0.028231962,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,KCCDC,1201,1,-0.01,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,KCCDC,5001,6,-0.0173,AGRI,20260101,A.KCC-CROP LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,TLAGM,1201,2,-0.056645473,AGRI,20260101,G.AGRI ALLIED TERM LOANS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,TLDTP,1201,1,-0.034618266,AGRI,20260101,H.OTHERS,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3347,TLFME,55101,1,-0.013252109,AGRI,20260101,F.FOOD AND AGRO,Anaipatti,Dindigul Region,3347,ZONAL OFFICE - COIMBATORE
3436,AGDRY,1201,1,-0.006628,AGRI,20260101,G.AGRI ALLIED TERM LOANS,KODAIKANAL,Dindigul Region,3436,ZONAL OFFICE - COIMBATORE
3436,CCFME,15502,1,-0.01620801,AGRI,20260101,F.FOOD AND AGRO,KODAIKANAL,Dindigul Region,3436,ZONAL OFFICE - COIMBATORE
3436,KCCDC,1108,1,-0.0079518,AGRI,20260101,A.KCC-CROP LOANS,KODAIKANAL,Dindigul Region,3436,ZONAL OFFICE - COIMBATORE
3436,KCHKT,1108,1,-0.0114118,AGRI,20260101,H.OTHERS,KODAIKANAL,Dindigul Region,3436,ZONAL OFFICE - COIMBATORE
3436,TLFME,15502,1,-0.060369428,AGRI,20260101,F.FOOD AND AGRO,KODAIKANAL,Dindigul Region,3436,ZONAL OFFICE - COIMBATORE
3437,AGDRY,1101,1,-0.005489,AGRI,20260101,G.AGRI ALLIED TERM LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,AGDRY,1201,4,-0.026298,AGRI,20260101,G.AGRI ALLIED TERM LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,AGTPT,1108,1,-0.021513512,AGRI,20260101,D.AGRI TRANSPORT,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,AGTPT,1129,1,-0.069201084,AGRI,20260101,D.AGRI TRANSPORT,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,AGTPT,1152,3,-0.046477673,AGRI,20260101,D.AGRI TRANSPORT,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1101,3,-0.016355706,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1106,1,-0.006926049,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1108,3,-0.048,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1125,2,-0.030461341,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1126,6,-0.082544091,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1129,5,-0.0582,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCCDC,1201,10,-0.1537318,AGRI,20260101,A.KCC-CROP LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCHKT,1103,1,-0.0055,AGRI,20260101,H.OTHERS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,KCHKT,1153,1,-0.02,AGRI,20260101,H.OTHERS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,NRLCC,1182,10,-0.466342067,AGRI,20260101,B.SHG LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,NRLCC,1201,2,-0.15664835,AGRI,20260101,B.SHG LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,TLAGM,1201,38,-0.551988956,AGRI,20260101,G.AGRI ALLIED TERM LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,TLAGM,1209,1,-0.032964495,AGRI,20260101,G.AGRI ALLIED TERM LOANS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,TLAGM,1409,3,-0.051223491,AGRI,20260101,H.OTHERS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3437,TLMAS,1209,2,-0.022782562,AGRI,20260101,H.OTHERS,DHARUMATHUPATTI,Dindigul Region,3437,ZONAL OFFICE - COIMBATORE
3548,AGDRY,1201,12,-0.070410601,AGRI,20260101,G.AGRI ALLIED TERM LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,AGHOR,1126,1,-0.060486352,AGRI,20260101,A.KCC-CROP LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,AGTKS,1409,1,-0.078034665,AGRI,20260101,H.OTHERS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,KCCDC,1104,2,-0.036,AGRI,20260101,A.KCC-CROP LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,KCCDC,1119,1,-0.013,AGRI,20260101,A.KCC-CROP LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,KCCDC,1129,7,-0.10065,AGRI,20260101,A.KCC-CROP LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,KCCDC,1201,49,-0.464557635,AGRI,20260101,A.KCC-CROP LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,NSHCC,1201,1,-0.069743006,AGRI,20260101,H.OTHERS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,SHGLK,1182,3,-0.106504673,AGRI,20260101,B.SHG LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,SHGLK,1201,1,-0.0800697,AGRI,20260101,B.SHG LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,TLAGM,1201,14,-0.348744232,AGRI,20260101,G.AGRI ALLIED TERM LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,TLAGM,1202,7,-0.072255054,AGRI,20260101,G.AGRI ALLIED TERM LOANS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,TLDTP,1201,1,-0.026290152,AGRI,20260101,H.OTHERS,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,TLFME,15403,6,-0.186197057,AGRI,20260101,F.FOOD AND AGRO,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3548,TLFME,60201,1,-0.03321,AGRI,20260101,F.FOOD AND AGRO,BOOTHIPURAM,Dindigul Region,3548,ZONAL OFFICE - COIMBATORE
3549,AGDRY,1201,47,-0.299670731,AGRI,20260101,G.AGRI ALLIED TERM LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,AGSHP,1202,1,-0.00386434,AGRI,20260101,G.AGRI ALLIED TERM LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,AGTPT,1152,4,-0.013179563,AGRI,20260101,D.AGRI TRANSPORT,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,DLDEP,1102,1,-0.015,AGRI,20260101,H.OTHERS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,DLDEP,1153,1,-0.0035267,AGRI,20260101,H.OTHERS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,DLDEP,1409,1,-0.0112368,AGRI,20260101,H.OTHERS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1101,20,-0.270766734,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1102,1,-0.015,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1105,4,-0.045047235,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1107,1,-0.012996896,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1108,12,-0.162709087,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1111,7,-0.08691768,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,KCCDC,1129,2,-0.0355,AGRI,20260101,A.KCC-CROP LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,NRLCC,1159,1,-0.019067517,AGRI,20260101,B.SHG LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,NRLCC,1182,2,-0.186240124,AGRI,20260101,B.SHG LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,SHGLK,1105,1,-0.1207003,AGRI,20260101,B.SHG LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,SHGLK,1201,3,-0.3636261,AGRI,20260101,B.SHG LOANS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,TLAGM,1151,2,-0.073343388,AGRI,20260101,H.OTHERS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3549,TLKVR,1108,1,-0.1225,AGRI,20260101,H.OTHERS,AMBILIKAI,Dindigul Region,3549,ZONAL OFFICE - COIMBATORE
3920,AGDRY,1201,1,-0.010274605,AGRI,20260101,G.AGRI ALLIED TERM LOANS,BALAKRISHNAPURAM,Dindigul Region,3920,ZONAL OFFICE - COIMBATORE
3920,AGTPT,1152,1,-0.0811,AGRI,20260101,D.AGRI TRANSPORT,BALAKRISHNAPURAM,Dindigul Region,3920,ZONAL OFFICE - COIMBATORE
3920,KCCDC,1108,1,-0.019,AGRI,20260101,A.KCC-CROP LOANS,BALAKRISHNAPURAM,Dindigul Region,3920,ZONAL OFFICE - COIMBATORE
